id,name,country,category,followers,engagement_rate,fit_score,commission_rate,cost,avg_views,avg_likes,gender_ratio,age_group
838,KOL_838,SG,fmcg,47098,0.0801,0.7908,0.1897,1334.95,14424,1155,0.75,35+
839,KOL_839,ID,fashion,156753,0.0951,0.6203,0.1642,662.21,47092,4478,0.29,18-24
840,KOL_840,SG,beauty,4205,0.2107,0.8082,0.3178,1634.97,1126,237,0.38,25-34
841,KOL_841,ID,beauty,32049,0.1247,0.9819,0.1917,482.13,10123,1262,0.65,35+
842,KOL_842,ID,fmcg,29473,0.1058,0.3238,0.2289,196.79,10185,1077,0.6,18-24
843,KOL_843,MY,fmcg,59200,0.1438,0.7695,0.2665,1231.23,20127,2894,0.38,35+
844,KOL_844,VN,fashion,58145,0.0365,0.3854,0.1823,140.33,19229,701,0.99,25-34
845,KOL_845,VN,fmcg,2549,0.2341,0.6389,0.2798,75.88,669,156,0.1,18-24
846,KOL_846,SG,fmcg,80452,0.066,0.3138,0.1864,980.35,26970,1780,0.58,35+
847,KOL_847,MY,fashion,783358,0.0416,0.976,0.2062,3417.9,219424,9128,0.01,25-34
848,KOL_848,MY,home,229023,0.0335,0.7568,0.2051,806.75,58402,1956,0.08,18-24
849,KOL_849,VN,beauty,57652,0.1319,0.984,0.2048,509.65,14791,1950,0.95,35+
850,KOL_850,VN,home,407649,0.0749,0.704,0.1723,329.89,124988,9361,0.61,35+
851,KOL_851,ID,home,2622,0.2008,0.3257,0.3356,99.77,765,153,0.96,35+
852,KOL_852,MY,home,87566,0.0706,0.7356,0.2061,717.44,24566,1734,0.4,18-24
853,KOL_853,MY,home,809389,0.0633,0.6751,0.2195,2107.26,227595,14406,0.71,35+
854,KOL_854,PH,fmcg,77033,0.104,0.4074,0.1826,186.68,24202,2517,0.25,25-34
855,KOL_855,MY,home,2802,0.2302,0.5306,0.3409,325.53,839,193,0.15,18-24
856,KOL_856,MY,beauty,2604,0.2001,0.565,0.2676,391.74,807,161,0.59,25-34
857,KOL_857,SG,beauty,6716,0.2664,0.6861,0.3397,2288.2,1853,493,0.32,25-34
858,KOL_858,SG,fashion,9711,0.2344,0.5819,0.2759,1963.6,3131,733,0.51,18-24
859,KOL_859,VN,home,28700,0.0874,0.337,0.2508,95.23,8195,716,0.68,25-34
860,KOL_860,TH,home,33999,0.0844,0.6281,0.2753,588.2,10632,897,0.94,18-24
861,KOL_861,MY,beauty,2424,0.2814,0.5189,0.2577,413.63,667,187,0.94,18-24
862,KOL_862,MY,fmcg,21086,0.1238,0.645,0.2477,580.17,5829,721,0.48,35+
863,KOL_863,SG,fashion,98706,0.1459,0.5838,0.2711,4861.34,24795,3617,0.71,35+
864,KOL_864,SG,beauty,55227,0.0717,0.9656,0.2407,2861.54,15187,1088,0.67,35+
865,KOL_865,MY,fmcg,283306,0.0388,0.6596,0.1696,824.32,76412,2964,0.37,18-24
866,KOL_866,TH,home,5092,0.2944,0.9005,0.2983,551.58,1408,414,0.21,35+
867,KOL_867,VN,beauty,61592,0.0602,0.9532,0.2735,467.76,20458,1231,0.85,18-24
868,KOL_868,VN,fashion,8542,0.1584,0.3036,0.2902,158.31,2144,339,0.1,25-34
869,KOL_869,PH,beauty,9668,0.1818,0.3867,0.2656,190.63,3089,561,0.25,25-34
870,KOL_870,TH,beauty,5903,0.1932,0.6755,0.3489,814.08,1924,371,0.16,25-34
871,KOL_871,ID,home,10761,0.0884,0.4389,0.184,85.36,3498,309,0.42,25-34
872,KOL_872,TH,beauty,268100,0.0869,0.9718,0.1621,2050.42,85051,7390,0.5,35+
873,KOL_873,VN,fmcg,52583,0.1329,0.5799,0.1931,170.72,14028,1864,0.79,18-24
874,KOL_874,TH,fmcg,9192,0.1084,0.3364,0.3476,361.36,3053,330,0.01,25-34
875,KOL_875,VN,fashion,8961,0.114,0.7323,0.2749,202.38,3025,344,0.12,25-34
876,KOL_876,MY,fashion,2037480,0.0587,0.6317,0.0689,1760.25,664348,38997,0.63,18-24
877,KOL_877,ID,fmcg,3167,0.168,0.4345,0.2518,103.59,894,150,0.09,18-24
878,KOL_878,TH,fmcg,9601,0.1677,0.462,0.2979,461.34,2922,490,0.43,18-24
879,KOL_879,ID,home,5411,0.1957,0.7981,0.3395,224.07,1539,301,0.04,18-24
880,KOL_880,MY,fmcg,52157,0.0628,0.9359,0.1985,627.35,17064,1071,0.36,25-34
881,KOL_881,TH,home,1223,0.2558,0.3912,0.3243,180.56,380,97,0.53,25-34
882,KOL_882,ID,beauty,5521,0.1371,0.921,0.2541,269.36,1575,215,0.19,25-34
883,KOL_883,PH,fashion,178517,0.0994,0.511,0.1734,454.58,49665,4936,0.04,18-24
884,KOL_884,SG,home,43099,0.1488,0.8923,0.2695,2399.46,14448,2149,0.63,18-24
885,KOL_885,MY,fashion,170998,0.0643,0.9667,0.1799,1723.87,46974,3020,0.29,35+
886,KOL_886,SG,beauty,4116,0.2405,0.7793,0.2666,1423.61,1413,339,0.51,35+
887,KOL_887,SG,fashion,520321,0.0661,0.3025,0.1792,3574.67,130660,8636,0.88,35+
888,KOL_888,TH,beauty,78822,0.0757,0.5075,0.1971,911.74,20078,1519,0.53,25-34
889,KOL_889,MY,fashion,3427,0.2692,0.3931,0.349,617.71,964,259,0.53,18-24
890,KOL_890,VN,home,92927,0.1024,0.3583,0.2522,192.31,29922,3064,0.9,25-34
891,KOL_891,VN,home,1938,0.1921,0.5488,0.2677,49.97,489,93,0.54,35+
892,KOL_892,SG,fashion,7258,0.2681,0.7384,0.3317,2458.78,2040,546,0.32,18-24
893,KOL_893,TH,fashion,61834,0.0525,0.8084,0.2702,1224.85,16226,851,0.5,25-34
894,KOL_894,VN,home,3885,0.1374,0.8106,0.2521,68.49,1054,144,0.89,25-34
895,KOL_895,VN,fmcg,34621,0.0415,0.4717,0.19,68.69,10812,448,0.14,18-24
896,KOL_896,VN,beauty,59528,0.0726,0.3095,0.1932,203.27,15566,1130,0.27,35+
897,KOL_897,TH,beauty,11231,0.1282,0.8153,0.2002,576.62,3791,486,0.76,25-34
898,KOL_898,VN,home,422317,0.0477,0.3391,0.1827,197.2,113645,5420,0.02,18-24
899,KOL_899,MY,fashion,5861,0.1345,0.5907,0.2524,506.23,1902,255,0.39,25-34
900,KOL_900,VN,beauty,39607,0.1492,0.7807,0.2292,447.88,10353,1544,0.22,25-34
901,KOL_901,MY,fashion,6467,0.1394,0.9439,0.2678,726.08,2160,301,0.33,18-24
902,KOL_902,TH,home,29689,0.146,0.7373,0.2675,761.1,8532,1245,0.92,35+
903,KOL_903,MY,fashion,5348,0.2788,0.3535,0.3278,699.43,1487,414,0.32,25-34
904,KOL_904,VN,home,72709,0.1146,0.5992,0.1945,179.48,20823,2386,0.99,18-24
905,KOL_905,PH,home,469738,0.0512,0.7854,0.1338,249.51,160292,8206,0.92,25-34
906,KOL_906,ID,fmcg,75156,0.099,0.6753,0.1884,361.35,24645,2439,0.42,35+
907,KOL_907,MY,fashion,950702,0.0874,0.4646,0.2194,4006.77,239923,20969,0.36,25-34
908,KOL_908,ID,home,4862552,0.0299,0.5526,0.096,617.76,1653550,49441,0.85,25-34
909,KOL_909,VN,fashion,4679,0.0991,0.9734,0.2877,164.52,1183,117,0.7,25-34
910,KOL_910,ID,beauty,2736,0.2028,0.8862,0.2647,235.65,756,153,0.08,18-24
911,KOL_911,VN,home,7823,0.1176,0.8205,0.297,106.56,2694,316,0.34,35+
912,KOL_912,SG,fashion,47587,0.0453,0.7497,0.2303,1810.59,11986,542,0.4,25-34
913,KOL_913,SG,home,69545,0.1109,0.9434,0.2509,2518.96,20856,2312,0.93,25-34
914,KOL_914,PH,beauty,3187334,0.0484,0.8202,0.0719,704.09,893142,43228,0.82,35+
915,KOL_915,VN,fmcg,20119,0.1286,0.5192,0.2627,133.72,5367,690,0.05,25-34
916,KOL_916,TH,beauty,35523,0.0614,0.5539,0.204,596.07,9546,586,0.54,18-24
917,KOL_917,VN,beauty,1179,0.2369,0.6862,0.274,109.13,305,72,0.98,35+
918,KOL_918,MY,home,8926,0.1031,0.9605,0.3252,499.06,2638,271,0.5,25-34
919,KOL_919,TH,fmcg,860940,0.0488,0.7723,0.2097,2144.78,281240,13724,0.1,18-24
920,KOL_920,ID,fashion,7260,0.217,0.3262,0.3182,302.53,1895,411,0.89,18-24
921,KOL_921,VN,fashion,1971276,0.0798,0.758,0.1493,1387.57,624315,49820,0.52,35+
922,KOL_922,TH,home,78588,0.1356,0.8497,0.216,1034.47,26658,3614,0.94,18-24
923,KOL_923,SG,beauty,911782,0.0717,0.9979,0.2158,10597.16,302249,21671,0.63,25-34
924,KOL_924,MY,fmcg,1244,0.1428,0.683,0.2594,163.1,351,50,0.17,25-34
925,KOL_925,VN,fmcg,5589,0.2058,0.3498,0.2758,76.83,1881,387,0.98,25-34
926,KOL_926,TH,home,28408,0.1637,0.6418,0.2201,605.16,9640,1578,0.92,18-24
927,KOL_927,VN,fmcg,77171,0.151,0.5616,0.2306,259.07,21446,3238,0.88,35+
928,KOL_928,MY,fashion,1934,0.2292,0.8749,0.3353,613.71,558,127,0.38,35+
929,KOL_929,TH,fmcg,2195,0.1608,0.7684,0.2968,277.54,685,110,0.9,25-34
930,KOL_930,PH,fashion,3953,0.2772,0.9457,0.2902,257.19,1021,283,0.32,35+
931,KOL_931,PH,fashion,72419,0.0519,0.6816,0.244,339.98,20727,1075,0.57,35+
932,KOL_932,PH,fashion,165432,0.0916,0.6011,0.1254,329.48,42109,3857,0.95,35+
933,KOL_933,PH,beauty,43039,0.0962,0.3485,0.2098,219.39,14458,1390,0.87,35+
934,KOL_934,PH,home,5250,0.1185,0.9265,0.3463,112.81,1617,191,0.16,25-34
935,KOL_935,VN,fmcg,605021,0.0669,0.4125,0.1555,279.04,196664,13156,0.57,18-24
936,KOL_936,ID,home,88266,0.066,0.7049,0.2464,358.48,27251,1798,0.01,25-34
937,KOL_937,PH,home,623707,0.08,0.979,0.1721,516.1,156167,12493,0.99,18-24
938,KOL_938,ID,fmcg,93744,0.1289,0.453,0.2496,499.67,26157,3371,0.6,18-24
939,KOL_939,TH,beauty,4131,0.3,0.3101,0.2802,461.74,1190,357,0.5,18-24
940,KOL_940,SG,fmcg,95054,0.146,0.5462,0.2323,2605.81,29266,4272,0.11,18-24
941,KOL_941,PH,home,58905,0.0612,0.6799,0.2645,177.68,20366,1246,0.68,35+
942,KOL_942,VN,beauty,2625,0.3,0.3727,0.3116,153.57,866,259,0.1,35+
943,KOL_943,MY,home,671195,0.0364,0.7069,0.2052,1391.97,195569,7118,0.22,25-34
944,KOL_944,PH,fmcg,25007,0.061,0.3871,0.2708,117.75,7873,480,0.01,25-34
945,KOL_945,PH,fashion,632217,0.0555,0.4851,0.1204,432.46,217631,12078,0.41,18-24
946,KOL_946,TH,home,7134,0.2697,0.8189,0.267,533.38,2369,638,0.99,18-24
947,KOL_947,SG,fmcg,61296,0.0638,0.88,0.1929,1457.97,20536,1310,0.39,35+
948,KOL_948,ID,beauty,6212,0.1996,0.3697,0.3131,269.13,1954,390,0.84,35+
949,KOL_949,MY,beauty,978013,0.078,0.4426,0.1637,2566.33,326933,25500,0.77,18-24
950,KOL_950,VN,fashion,9907,0.2482,0.5677,0.3483,350.25,3126,775,0.63,25-34
951,KOL_951,PH,home,4633,0.1611,0.4717,0.3159,80.42,1298,209,0.08,18-24
952,KOL_952,SG,beauty,93674,0.1647,0.3777,0.1907,2798.6,28046,4619,0.26,18-24
953,KOL_953,MY,fmcg,9097,0.3,0.4456,0.3295,655.88,2698,809,0.07,35+
954,KOL_954,ID,fashion,7879,0.1653,0.9358,0.2799,409.83,2152,355,0.66,35+
955,KOL_955,SG,beauty,14122,0.0504,0.5427,0.1958,739.88,4051,204,0.93,18-24
956,KOL_956,TH,beauty,80248,0.0427,0.4066,0.2699,846.94,20303,866,0.33,18-24
957,KOL_957,TH,home,3073,0.1527,0.9673,0.2967,318.13,1021,155,0.44,25-34
958,KOL_958,TH,fmcg,362242,0.0445,0.9211,0.1303,901.54,110980,4938,0.17,18-24
959,KOL_959,TH,home,3046115,0.0453,0.7174,0.1123,1778.3,962355,43594,0.43,35+
960,KOL_960,TH,fmcg,2052,0.2121,0.9707,0.2793,325.96,678,143,0.95,35+
961,KOL_961,ID,home,1490,0.1343,0.6006,0.2745,68.32,428,57,0.66,25-34
962,KOL_962,TH,fashion,6151,0.1177,0.3076,0.2965,391.55,1867,219,0.9,35+
963,KOL_963,TH,beauty,5646,0.2222,0.372,0.3074,558.29,1842,409,0.68,25-34
964,KOL_964,MY,home,6244,0.1208,0.6458,0.2921,332.77,1688,203,0.45,35+
965,KOL_965,SG,beauty,7272,0.1261,0.3125,0.3412,1110.44,2109,265,0.13,25-34
966,KOL_966,MY,fmcg,9740,0.2444,0.7513,0.2595,626.44,3256,795,0.42,25-34
967,KOL_967,SG,beauty,6665,0.1831,0.5192,0.2893,1400.1,2131,390,0.49,35+
968,KOL_968,ID,beauty,1509243,0.0799,0.3719,0.1325,1126.57,413678,33052,0.11,25-34
969,KOL_969,TH,beauty,859435,0.0545,0.4338,0.2134,2557.2,221739,12084,0.26,18-24
970,KOL_970,PH,home,5985,0.1091,0.7289,0.3199,94.7,1637,178,0.58,18-24
971,KOL_971,PH,fmcg,3424,0.2798,0.9761,0.3168,173.36,1123,314,0.53,35+
972,KOL_972,ID,beauty,74238,0.1395,0.8116,0.2064,759.71,20986,2927,0.71,25-34
973,KOL_973,MY,beauty,41768,0.1205,0.4441,0.2772,1118.11,10935,1317,0.21,35+
974,KOL_974,SG,home,7308,0.1213,0.4461,0.326,762.99,2146,260,0.71,35+
975,KOL_975,PH,fmcg,9265,0.1077,0.9417,0.3368,184.74,2841,305,0.2,25-34
976,KOL_976,SG,beauty,5552,0.1949,0.966,0.2647,1645.4,1497,291,0.75,18-24
977,KOL_977,PH,home,8550,0.118,0.7633,0.2766,104.15,2701,318,0.08,25-34
978,KOL_978,TH,home,7503,0.2009,0.3372,0.2598,294.79,2539,510,0.38,25-34
979,KOL_979,PH,fmcg,4103,0.1856,0.6707,0.2609,105.51,1050,194,0.65,18-24
980,KOL_980,SG,beauty,1870,0.2853,0.4671,0.2775,842.26,626,178,0.7,25-34
981,KOL_981,PH,fashion,2659,0.158,0.7842,0.2671,133.47,769,121,0.35,25-34
982,KOL_982,VN,fmcg,47745,0.106,0.6523,0.2539,202.6,13890,1472,0.17,35+
983,KOL_983,VN,fmcg,4069,0.1642,0.9736,0.2928,103.71,1027,168,0.18,25-34
984,KOL_984,PH,beauty,279019,0.0858,0.7158,0.1688,608.33,77865,6680,0.47,18-24
985,KOL_985,SG,fashion,694823,0.0727,0.4598,0.1955,5826.66,186013,13523,0.1,35+
986,KOL_986,PH,home,9039,0.2833,0.4801,0.2864,136.26,2273,643,0.83,25-34
987,KOL_987,SG,fmcg,77873,0.1386,0.9315,0.1913,2471.37,25085,3476,0.52,35+
988,KOL_988,PH,beauty,7722,0.2842,0.3991,0.2744,223.58,2688,763,0.7,25-34
989,KOL_989,TH,fmcg,2462,0.1577,0.7471,0.3487,337.21,839,132,0.53,25-34
990,KOL_990,TH,home,465791,0.0891,0.5921,0.1391,1097.42,154427,13759,0.52,25-34
991,KOL_991,TH,home,228935,0.0595,0.9777,0.131,760.86,57507,3421,0.5,35+
992,KOL_992,ID,home,3461,0.1917,0.6907,0.2987,145.17,898,172,0.8,18-24
993,KOL_993,TH,beauty,38485,0.0731,0.3372,0.223,577.42,12325,900,0.83,18-24
994,KOL_994,SG,fashion,6737,0.2993,0.6514,0.3454,2448.02,1962,587,0.14,35+
995,KOL_995,ID,fmcg,2322,0.136,0.9531,0.2923,137.2,811,110,0.1,25-34
996,KOL_996,TH,fashion,726041,0.0527,0.7752,0.1883,2869.77,207659,10943,0.25,25-34
997,KOL_997,PH,fashion,49460,0.0691,0.949,0.2176,341.16,15944,1101,0.1,35+
998,KOL_998,TH,fmcg,51059,0.1007,0.5503,0.2267,684.7,16125,1623,0.46,35+
999,KOL_999,ID,home,7896,0.105,0.9348,0.2627,166.03,2530,265,0.9,25-34
1000,KOL_1000,SG,fmcg,7433,0.1316,0.624,0.3339,1062.82,1944,255,0.05,35+
1001,KOL_1001,MY,beauty,2595,0.2696,0.7834,0.324,647.13,676,182,0.7,35+
1002,KOL_1002,ID,home,9115,0.1424,0.7478,0.3128,221.24,3015,429,0.99,18-24
1003,KOL_1003,SG,beauty,753960,0.0691,0.3,0.172,4134.36,220891,15263,0.2,25-34
1004,KOL_1004,PH,fmcg,9287,0.1636,0.3853,0.3483,150.79,3161,517,0.23,35+
1005,KOL_1005,VN,beauty,8194,0.2814,0.6026,0.2685,287.94,2811,791,0.66,18-24
1006,KOL_1006,MY,fmcg,81654,0.0617,0.5026,0.2167,622.44,22668,1398,0.39,35+
1007,KOL_1007,PH,beauty,586502,0.0578,0.3196,0.1764,505.47,147347,8516,0.58,18-24
1008,KOL_1008,ID,fmcg,96139,0.0933,0.9349,0.2682,664.54,31544,2943,0.28,18-24
1009,KOL_1009,SG,beauty,9244,0.1593,0.6675,0.2674,1611.86,2466,392,0.35,35+
1010,KOL_1010,VN,home,70225,0.1289,0.4948,0.2723,238.0,18114,2334,0.92,35+
1011,KOL_1011,SG,home,71833,0.0964,0.796,0.1929,1685.58,20612,1986,0.59,35+
1012,KOL_1012,ID,beauty,7615,0.0975,0.813,0.3165,312.19,2415,235,0.93,25-34
1013,KOL_1013,ID,beauty,4793,0.3,0.8129,0.34,466.67,1287,386,0.73,25-34
1014,KOL_1014,MY,beauty,540461,0.0821,0.4753,0.1642,2034.47,159646,13106,0.61,18-24
1015,KOL_1015,VN,fashion,436760,0.037,0.3933,0.1396,299.53,141374,5230,0.44,25-34
1016,KOL_1016,MY,beauty,3655,0.1884,0.853,0.3129,646.97,1256,236,0.1,18-24
1017,KOL_1017,MY,home,105491,0.0536,0.6826,0.1385,444.15,36895,1977,0.53,18-24
1018,KOL_1018,SG,fashion,698077,0.088,0.5495,0.2002,7193.5,232044,20419,0.43,25-34
1019,KOL_1019,MY,fmcg,696800,0.0385,0.5088,0.1431,954.27,217574,8376,0.02,25-34
1020,KOL_1020,ID,home,363593,0.0549,0.9107,0.1275,390.28,106718,5858,0.85,35+
1021,KOL_1021,SG,fmcg,62326,0.1095,0.9243,0.2737,2800.71,17735,1941,0.65,18-24
1022,KOL_1022,ID,home,5274,0.1564,0.3416,0.3424,130.48,1382,216,0.24,18-24
1023,KOL_1023,MY,home,691247,0.099,0.8359,0.2181,2692.62,227369,22509,0.6,35+
1024,KOL_1024,MY,beauty,678212,0.0565,0.8063,0.1697,2544.88,199076,11247,0.65,25-34
1025,KOL_1025,ID,fmcg,39852,0.0367,0.8415,0.2482,235.6,12985,476,0.02,25-34
1026,KOL_1026,ID,beauty,7180,0.234,0.5988,0.2938,374.13,2425,567,0.98,25-34
1027,KOL_1027,SG,beauty,6621,0.1625,0.4624,0.2727,1169.45,2204,358,0.57,18-24
1028,KOL_1028,ID,home,362063,0.0758,0.3887,0.1244,291.7,113430,8597,0.6,18-24
1029,KOL_1029,MY,beauty,1544070,0.056,0.3857,0.075,1168.46,528531,29597,0.21,35+
1030,KOL_1030,TH,home,56787,0.1537,0.6105,0.258,947.83,16594,2550,0.87,18-24
1031,KOL_1031,TH,fmcg,45066,0.076,0.3731,0.2506,508.63,15249,1158,0.28,18-24
1032,KOL_1032,ID,beauty,982299,0.0904,0.8193,0.1572,1702.37,264182,23882,0.04,18-24
1033,KOL_1033,MY,home,95184,0.1409,0.3149,0.2078,697.08,30090,4239,0.3,18-24
1034,KOL_1034,MY,fashion,7290,0.2207,0.5693,0.2706,761.16,2011,443,0.66,35+
1035,KOL_1035,SG,home,5999,0.1146,0.9561,0.3423,1032.89,1768,202,0.81,35+
1036,KOL_1036,PH,beauty,1448,0.1848,0.6039,0.3307,115.73,503,92,0.39,35+
1037,KOL_1037,SG,home,401381,0.1019,0.6245,0.1363,2563.8,125333,12771,0.47,18-24
1038,KOL_1038,ID,home,1248,0.1647,0.4921,0.2838,64.8,362,59,0.04,25-34
1039,KOL_1039,MY,home,5104,0.2804,0.7256,0.3068,510.34,1440,403,0.84,18-24
1040,KOL_1040,PH,fashion,12263,0.0875,0.9761,0.2209,196.82,4251,371,0.94,25-34
1041,KOL_1041,TH,home,678236,0.0452,0.4259,0.2069,1189.78,186234,8417,0.23,18-24
1042,KOL_1042,SG,fmcg,1812,0.1533,0.429,0.308,433.18,463,70,0.55,18-24
1043,KOL_1043,TH,beauty,5244,0.2522,0.8915,0.3101,895.09,1669,420,0.11,35+
1044,KOL_1044,VN,fmcg,76982,0.0442,0.6993,0.1871,126.75,22738,1005,0.88,18-24
1045,KOL_1045,PH,home,6902,0.1624,0.7564,0.3122,123.34,1889,306,0.37,25-34
1046,KOL_1046,SG,home,719947,0.0328,0.8656,0.214,3601.13,229642,7532,0.83,18-24
1047,KOL_1047,MY,fashion,29670,0.0942,0.3549,0.2365,692.31,9770,920,0.63,35+
1048,KOL_1048,PH,fmcg,25891,0.1343,0.336,0.2117,129.49,7271,976,0.84,25-34
1049,KOL_1049,PH,home,444651,0.0508,0.5534,0.1948,295.51,118726,6031,0.69,25-34
1050,KOL_1050,TH,fmcg,63729,0.0763,0.654,0.2405,770.05,19609,1496,0.79,18-24
1051,KOL_1051,VN,fashion,26420,0.131,0.9365,0.2406,368.68,7780,1019,0.34,18-24
1052,KOL_1052,ID,fashion,7898,0.1798,0.6459,0.3376,428.83,1990,357,0.17,25-34
1053,KOL_1053,PH,beauty,8698,0.2207,0.3239,0.319,218.97,2249,496,0.13,35+
1054,KOL_1054,VN,home,542876,0.0532,0.6899,0.1319,243.14,189767,10095,0.9,35+
1055,KOL_1055,TH,fmcg,24125,0.129,0.8171,0.2711,776.25,7873,1015,0.74,25-34
1056,KOL_1056,SG,beauty,8816,0.2568,0.8066,0.2652,2178.83,2211,567,0.59,25-34
1057,KOL_1057,SG,home,69444,0.0802,0.6561,0.2745,1952.96,18154,1455,0.23,25-34
1058,KOL_1058,PH,home,9481,0.2862,0.8908,0.2823,188.32,2696,771,0.76,18-24
1059,KOL_1059,TH,beauty,4451,0.1737,0.9157,0.2847,636.81,1197,207,0.12,25-34
1060,KOL_1060,SG,beauty,39312,0.1287,0.9424,0.2725,3617.6,12557,1616,0.28,18-24
1061,KOL_1061,SG,fashion,9334,0.2154,0.9318,0.2507,2122.03,3186,686,0.82,25-34
1062,KOL_1062,TH,beauty,7987,0.248,0.8817,0.3216,1129.84,2119,525,0.44,25-34
1063,KOL_1063,MY,home,21385,0.1551,0.8121,0.2604,697.63,6257,970,0.73,25-34
1064,KOL_1064,MY,home,6494,0.1613,0.659,0.3392,460.02,1663,268,0.43,35+
1065,KOL_1065,VN,beauty,432952,0.0441,0.8863,0.2149,804.27,149347,6586,0.01,18-24
1066,KOL_1066,ID,fmcg,38863,0.106,0.406,0.2083,230.49,10528,1115,0.63,18-24
1067,KOL_1067,PH,fashion,4595177,0.058,0.604,0.121,1336.55,1169144,67810,0.42,25-34
1068,KOL_1068,VN,fashion,92709,0.1085,0.639,0.2678,577.86,26976,2926,0.88,35+
1069,KOL_1069,MY,fashion,92578,0.0796,0.6367,0.1912,1217.25,27851,2216,0.42,25-34
1070,KOL_1070,MY,home,7960,0.1219,0.5232,0.3197,371.84,2711,330,0.13,25-34
1071,KOL_1071,TH,fashion,612937,0.0761,0.3203,0.209,2260.47,204538,15565,0.41,35+
1072,KOL_1072,PH,fmcg,374313,0.0752,0.8663,0.1461,408.26,97158,7306,0.27,35+
1073,KOL_1073,ID,fashion,1747,0.1573,0.7008,0.328,190.9,465,73,0.95,35+
1074,KOL_1074,PH,beauty,26936,0.0912,0.8056,0.258,315.96,8099,738,0.91,35+
1075,KOL_1075,ID,fmcg,1806,0.1953,0.4389,0.336,113.11,509,99,0.29,18-24
1076,KOL_1076,MY,beauty,447606,0.0599,0.4741,0.2045,1967.02,146409,8769,0.1,25-34
1077,KOL_1077,VN,fashion,144340,0.0385,0.461,0.1234,168.11,48371,1862,0.12,25-34
1078,KOL_1078,MY,beauty,27195,0.1447,0.9034,0.2305,1172.49,8500,1229,0.02,35+
1079,KOL_1079,PH,fashion,734255,0.0829,0.7117,0.2031,1163.8,224483,18609,0.78,25-34
1080,KOL_1080,VN,fmcg,13071,0.0723,0.3698,0.2177,56.52,4147,299,0.09,25-34
1081,KOL_1081,PH,beauty,73353,0.0756,0.6546,0.2793,463.28,24298,1836,0.39,25-34
1082,KOL_1082,PH,fashion,849291,0.0345,0.9826,0.1647,769.37,274818,9481,0.56,35+
1083,KOL_1083,ID,fashion,3355,0.2993,0.3668,0.3365,270.84,1089,325,0.59,18-24
1084,KOL_1084,MY,fmcg,8758,0.2255,0.8324,0.2752,636.92,2508,565,0.74,18-24
1085,KOL_1085,SG,fmcg,7660,0.2552,0.4465,0.3046,1159.38,2235,570,0.96,18-24
1086,KOL_1086,MY,beauty,8913,0.2247,0.9949,0.2926,1114.31,2307,518,0.38,18-24
1087,KOL_1087,MY,fmcg,2990,0.1307,0.9803,0.2995,334.62,1016,132,0.49,35+
1088,KOL_1088,TH,home,538460,0.0544,0.6048,0.1722,1153.56,174926,9515,0.89,35+
1089,KOL_1089,VN,home,28548,0.0759,0.862,0.2319,130.88,8166,619,0.47,18-24
1090,KOL_1090,SG,fmcg,883040,0.0889,0.3947,0.121,2744.31,275325,24476,0.18,25-34
1091,KOL_1091,SG,fmcg,1091,0.1472,0.7858,0.2831,409.75,280,41,0.62,35+
1092,KOL_1092,MY,fashion,6741,0.2534,0.5415,0.2775,784.4,2121,537,0.58,25-34
1093,KOL_1093,ID,beauty,7607,0.2921,0.7491,0.3093,506.63,2007,586,0.73,25-34
1094,KOL_1094,PH,home,2676,0.1262,0.7514,0.3076,66.48,810,102,0.97,35+
1095,KOL_1095,ID,fashion,800970,0.0855,0.3019,0.1291,778.5,219443,18762,0.14,25-34
1096,KOL_1096,PH,fmcg,439045,0.0404,0.3959,0.1865,279.66,131197,5300,0.3,18-24
1097,KOL_1097,TH,home,7442,0.1694,0.6321,0.3031,430.63,2479,419,0.84,18-24
1098,KOL_1098,PH,fmcg,974099,0.0441,0.6061,0.1895,547.16,276363,12187,0.69,35+
1099,KOL_1099,PH,home,783769,0.0466,0.556,0.1928,372.78,223962,10436,0.62,18-24
1100,KOL_1100,TH,fashion,3932,0.3,0.4371,0.2506,503.53,1141,342,0.33,25-34
1101,KOL_1101,TH,fmcg,627218,0.0975,0.3235,0.1598,1276.16,202385,19732,0.7,25-34
1102,KOL_1102,SG,fmcg,84996,0.1448,0.9493,0.229,3189.14,29005,4199,0.75,35+
1103,KOL_1103,VN,fashion,946653,0.0358,0.729,0.1906,806.37,259850,9302,0.87,18-24
1104,KOL_1104,MY,home,2956,0.1158,0.3436,0.3483,194.99,838,97,0.66,35+
1105,KOL_1105,VN,home,6185,0.2518,0.9904,0.3016,154.69,1958,493,0.42,35+
1106,KOL_1106,TH,beauty,18513,0.066,0.4033,0.1973,368.17,4719,311,0.28,18-24
1107,KOL_1107,MY,home,63641,0.0634,0.8865,0.2074,640.28,18782,1190,0.12,25-34
1108,KOL_1108,MY,fashion,21284,0.1011,0.3814,0.253,673.64,6081,614,0.32,35+
1109,KOL_1109,PH,beauty,4215868,0.0257,0.7466,0.1377,1078.16,1183325,30411,0.31,35+
1110,KOL_1110,PH,home,35046,0.1309,0.5173,0.1978,130.75,9336,1222,0.57,25-34
1111,KOL_1111,TH,fmcg,4084,0.1406,0.9855,0.2765,373.47,1271,178,0.36,25-34
1112,KOL_1112,MY,fmcg,9569,0.1974,0.8822,0.2656,618.89,2974,587,0.21,35+
1113,KOL_1113,VN,home,94673,0.1407,0.4452,0.1891,190.18,27120,3815,0.26,25-34
